epoch,acc,iou,loss,lr,precision_3,recall_3,val_acc,val_iou,val_loss,val_precision_3,val_recall_3
0,0.6765987873077393,0.10245586931705475,0.6365900635719299,1e-04,0.18165339529514313,0.701034426689148,0.3226941227912903,0.09125852584838867,0.7184891700744629,0.13257922232151031,0.97984778881073
1,0.8503928184509277,0.11138294637203217,0.4861268401145935,1e-04,0.30707091093063354,0.47675850987434387,0.8787245154380798,0.084278903901577,0.5878000855445862,0.19791202247142792,0.051469586789608
2,0.8968196511268616,0.12634457647800446,0.41853639483451843,1e-04,0.44236403703689575,0.3918832242488861,0.8910512328147888,0.09420771151781082,0.5097586512565613,0.44308850169181824,0.15238504111766815
3,0.9137144684791565,0.13609078526496887,0.3794842064380646,1e-04,0.552914559841156,0.4189226031303406,0.8634824752807617,0.11446094512939453,0.5143091082572937,0.35991865396499634,0.37844911217689514
4,0.9237940907478333,0.14787088334560394,0.3504696786403656,1e-04,0.6253958344459534,0.47506412863731384,0.867446780204773,0.12269137054681778,0.5126722455024719,0.3727642893791199,0.37368762493133545
5,0.9292073845863342,0.15766990184783936,0.328520268201828,1e-04,0.6654890775680542,0.5023454427719116,0.8709014058113098,0.13232964277267456,0.5122079849243164,0.38954979181289673,0.39019790291786194
6,0.9353115558624268,0.1703493893146515,0.3089510202407837,1e-04,0.7081912755966187,0.5377962589263916,0.8734233379364014,0.15456341207027435,0.5359025001525879,0.41870561242103577,0.500497579574585
7,0.9428768157958984,0.17178235948085785,0.29699450731277466,1e-05,0.8082377314567566,0.5190988779067993,0.8976840376853943,0.17500069737434387,0.3858634829521179,0.5171528458595276,0.562454104423523
8,0.9458757042884827,0.1852332502603531,0.2895471751689911,1e-05,0.784908652305603,0.5936847925186157,0.9129540920257568,0.18019333481788635,0.3428245186805725,0.5961273908615112,0.563534140586853
9,0.946735143661499,0.18926183879375458,0.2866712212562561,1e-05,0.7815046310424805,0.6119111776351929,0.923006534576416,0.18066762387752533,0.32155799865722656,0.6722599864006042,0.5384529829025269
